,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29
E1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89999999999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999,0.0,0.0,0.0,0.0,0.0,0.0
E2,0.0,-0.007400993713963244,0.019944889179710087,-0.005117903210032082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025224405769312575,0.0,0.0006418485237483952,-0.00029362322285586117,0.0,-0.053589746738457955,0.0,0.033853398025466046,0.008797842055704642,0.0,0.0006418485237483952,0.0
E3,0.0,0.004233649294483374,0.007986368926610643,-0.04079185646841327,0.0007168908718738216,0.00017419352183707952,0.0,0.0,0.0,0.0,-9.595570684572002e-06,0.0,0.0,0.0,0.0,0.00028503366788125206,0.0,0.0010403068224933616,0.0,0.0,-0.000351655056314832,8.445232666159951e-05,-0.008908315588106758,0.0,0.03525309469112574,0.00028743256055239504,0.0,0.0,0.0
E4,0.0,0.0015014156552410757,0.0023218157403885886,-0.05075669110585321,0.00012109469605231288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008476628723661901,0.0,0.0,-0.00011022062805255924,0.0,0.004297252631809467,0.0,0.041777670138047944,0.0,0.0,0.0,0.0
E5,0.00011201218692593754,6.720731215556253e-05,0.00010937418698584918,0.0,-0.0902374992306384,0.027354723169085396,0.044648057708678704,0.0,-0.0006089678526264462,2.240243738518751e-05,-0.04895441378933979,0.00022402437385187507,0.006093462968771003,0.0007616828710963753,0.00022402437385187507,0.029946684307724278,4.480487477037502e-05,0.027708923849151558,8.960974954075004e-05,0.0,0.00031363412339262514,-0.0034897787720465923,0.0,8.960974954075004e-05,0.0025359918352504647,0.0027428076300258925,0.00017921949908150008,2.240243738518751e-05,0.0
E6,0.0,0.000575051858725913,-0.00015890264206561486,0.00022321428571428568,-0.038457936432119644,0.008357272503957638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020613928844369245,0.0,0.00022321428571428568,0.0,0.0,0.01814466878650581,0.0,0.00022321428571428568,0.0,0.0,-0.01019015434794468,0.00022321428571428568,0.00022321428571428568,0.0
E7,0.0,0.0,0.0,0.011904761904761835,0.07142857142857101,0.0,0.011904761904761835,0.2797619047619031,0.0,0.0,0.4345238095238069,0.005952380952380917,0.0,0.06547619047619009,0.07142857142857101,0.0,0.017857142857142752,0.005952380952380917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02380952380952367,0.0,0.0,0.0
E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9591836734693682,0.0,0.0,0.020408163265305704,0.0,0.0,0.0,0.020408163265305704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E9,0.0,0.0027566196318883854,0.017878202927517264,-0.005386449076147262,0.0015737877839622977,0.00012560841576385618,0.0,0.0,-0.00026089394332887844,0.0,-0.03883421146981847,6.280420788192809e-05,0.02452504317789292,0.0,9.420631182289213e-05,0.00012501082108244886,0.0,0.004321538450224891,0.0,0.0,4.368117807689336e-05,0.00016994395485631474,-0.0005272054591667491,0.0,0.013103698029937274,-0.023758256953585632,0.003578644659907086,0.0004082273512325326,0.0
E10,0.0,0.0,0.0,0.0,0.1249999999999988,0.0,0.10576923076922976,0.0,0.009615384615384524,0.0,0.038461538461538096,0.08653846153846072,0.0,0.47115384615384165,0.15384615384615238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009615384615384524,0.0,0.0,0.0
E11,0.0,-6.703534918920035e-05,0.0007804452177928698,0.0001597241450217897,0.00028120606155288236,0.0,3.124511795032026e-05,0.0,-0.006438199361474162,0.003311982502733948,5.663296375270181e-05,0.00018747070770192158,0.0,0.00043743165130448366,0.0005624121231057647,0.0,0.0,6.189290929559407e-05,3.124511795032026e-05,0.0,-1.7919798151393622e-06,0.0,-9.826714137179684e-05,0.0,0.0005245964124999335,5.4028429386589454e-05,0.00012498047180128105,0.0,0.0
E12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E13,0.0,0.0,0.000683060109289617,0.0,0.03688524590163932,0.0,0.0,0.0,0.0020491803278688513,0.0,0.8155737704918028,0.0,0.11475409836065567,0.0,0.0,0.0,0.0,0.001366120218579234,0.0,0.0,0.0,0.0,0.0,0.0,0.000683060109289617,0.0280054644808743,0.0,0.0,0.0
E14,0.0,0.0,0.0,0.0,0.03870967741935459,0.0,0.9096774193548328,0.01290322580645153,0.0,0.006451612903225765,0.01290322580645153,0.006451612903225765,0.0,0.006451612903225765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006451612903225765,0.0,0.0,0.0,0.0
E15,0.04615384615384545,0.0,0.0,0.0,0.6923076923076817,0.0,0.0,0.0,0.0,0.0,0.0923076923076909,0.01538461538461515,0.0,0.01538461538461515,0.0923076923076909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04615384615384545,0.0,0.0,0.0
E16,0.0,0.00047421744722786897,-0.0065643044407984515,0.0,0.0005784056519415795,-0.003199222347832764,0.0,0.0,0.0,0.0,0.00045506257110352667,0.0,0.0,0.0,0.0,0.0,0.0,-0.00371058593333924,0.0,0.0,0.014600312027561539,0.0,-0.00039339103068450023,0.0,-0.00039339103068450023,-0.0025296967711501694,0.00068259385665529,0.0,0.0
E17,0.0,0.0,0.11111111111109877,0.0,0.44444444444439507,0.0,0.11111111111109877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333332963,0.0,0.0,0.0
